127, 127, 0, 0, 0, 0, 0, 0, 0, 127, 127, 0, 0, 0, 0, 127
127, 0, 0, 127, 0, 0, 127, 0, 0, 127, 127, 0, 0, 127, 0, 80
127, 0, 0, 127, 0, 0, 127, 0, 0, 127, 127, 0, 0, 127, 0, 80
127, 0, 0, 0, 0, 0, 127, 0, 0, 0, 127, 0, 0, 127, 0, 0
127, 127, 0, 127, 0, 0, 127, 0, 0, 127, 127, 0, 0, 127, 0, 80
127, 127, 0, 127, 0, 0, 127, 0, 0, 127, 127, 0, 0, 127, 0, 80
127, 127, 0, 0, 0, 0, 127, 0, 0, 0, 127, 0, 0, 127, 0, 0
127, 0, 0, 0, 0, 0, 0, 0, 0, 80, 127, 0, 0, 127, 0, 80
127, 0, 0, 0, 0, 0, 0, 127, 0, 80, 127, 0, 0, 127, 0, 80
127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 127, 0, 0
127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 127, 0, 80
127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 127, 127, 127
127, 0, 127, 0, 0, 0, 0, 0, 0, 127, 127, 0, 0, 0, 0, 80
127, 0, 127, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0
127, 0, 127, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 127, 0, 0
127, 0, 0, 0, 0, 0, 127, 127, 0, 127, 127, 0, 0, 127, 0, 0
127, 0, 0, 0, 0, 0, 127, 127, 0, 0, 127, 0, 0, 127, 0, 0
